0.257stalk-surface-below-ring=k+0.256stalk-surface-above-ring=k+0.234ring-type=l+0.231odor=f-0.215ring-type=p...,'0.244gill-attachment=a-0.24veil-color=w+0.24 stalk-color-above-ring=o+0.24 stalk-color-below-ring=o+0.225habitat=l...',class
-1.829269,-0.088953,e
-2.066982,-0.170131,e
-1.95232,-0.63428,e
-1.200397,-0.588721,e
-1.396176,-0.905523,e
-1.244764,0.121283,e
-2.218395,-1.196937,e
-1.897946,-0.294133,e
5.369333,-2.610039,p
-2.235271,-0.157663,e
-1.50745,-0.96498,e
-2.006739,-0.363232,e
-1.998989,-0.230102,e
-1.112992,-0.35163,e
-1.982781,-0.22701,e
-1.349916,-0.123597,e
-1.775419,0.112519,e
-1.440831,0.414173,e
-1.392916,0.44078,e
5.97643,-2.391457,p
-1.763092,-0.107189,e
4.988023,-3.012926,p
-1.815726,-1.561152,p
-0.798333,-0.616756,e
-1.102834,0.236613,e
-1.92534,-0.534521,e
-1.677244,-0.774036,e
5.081678,-2.158345,p
-1.995222,-0.639748,e
-1.122925,-0.059565,e
-1.130908,-0.002892,e
-2.170186,-1.21053,p
-1.326687,-0.319694,e
-1.979481,0.155841,e
4.828648,-2.418401,p
5.325634,-2.629915,p
-1.446077,0.032722,e
-1.763277,0.16998,e
-1.511754,0.162204,e
-1.807299,-0.605363,e
-1.75271,-0.427881,e
-0.996956,0.491461,e
-1.190238,-0.000478,e
-1.438094,-0.023951,e
-2.528789,-0.931461,p
5.244802,-3.147536,p
-1.226395,-0.538225,e
-1.067125,-0.093485,e
-1.703659,-0.357097,e
-1.49196,-0.871372,e
-1.228123,-0.315297,e
-1.237587,0.404583,e
5.600589,-2.098805,p
-1.36651,0.068663,e
-0.35363,0.469772,e
-1.720426,-1.240463,p
-1.04071,-0.510423,e
-1.435857,-0.017369,e
4.961984,-2.256914,p
4.841897,-1.617263,p
-1.165925,0.504813,e
-1.612128,0.051773,e
-1.889344,-0.3849,e
-1.80005,0.017388,e
-0.760731,0.545077,e
-2.221491,0.128279,p
-1.291724,-0.276608,e
-1.259495,0.28266,e
-0.584797,-0.336985,e
-1.759608,0.33018,e
-1.709154,-0.26294,p
-1.815282,-0.54869,e
-1.148368,-0.535345,e
-0.371771,-0.061798,e
-1.792068,-0.039285,e
-2.058232,-0.561935,p
-2.368559,-0.732105,p
-1.578839,-0.233003,e
4.692285,-2.515277,p
-1.812437,-0.526956,p
5.754642,-2.632328,p
-0.855083,0.732845,e
5.851899,-2.928954,p
-1.015777,-0.039226,e
-1.479137,-0.081482,e
-1.587269,-1.044175,e
-2.32058,-0.727128,p
5.73614,-2.616204,p
-1.82135,-0.44487,e
-1.629049,-0.140138,e
-0.822242,-0.419776,e
5.244146,-2.052286,p
-1.753382,-0.38679,e
5.468856,-2.596845,p
-2.008171,-0.516848,e
-2.17526,-0.16096,e
5.548806,-2.072725,p
-1.187735,-0.186957,e
-1.784902,-0.798958,e
-0.943495,-0.198018,e
5.161629,-1.634224,p
-1.729657,-0.306602,e
-1.165245,0.503929,e
4.694453,-2.423277,p
-1.758779,-0.324061,e
5.020887,-2.694894,p
-1.824534,-0.257508,e
5.044435,-3.440171,p
5.305593,-2.610986,p
5.071677,-3.498556,p
-1.586821,-0.17633,e
4.991729,-2.923732,p
-0.64692,0.41005,e
-1.370659,-0.500216,p
-1.067806,-0.092601,e
-2.201752,-0.385962,p
-1.830468,-0.432373,e
-1.692699,-0.431178,e
-1.571366,-0.519188,e
-1.613988,-0.076978,e
4.579683,-2.934637,p
5.755359,-3.03458,p
-1.96612,-1.077751,p
-1.094852,0.179939,e
-1.744727,-0.484554,e
-0.53306,0.608225,e
-1.359207,0.012874,e
4.714494,-2.442206,p
-1.296413,-0.581148,p
-1.483977,-0.928045,e
-1.771259,0.226653,e
-1.126743,0.433592,e
-0.725072,-0.118222,e
-1.111104,-0.186434,e
-2.072819,-0.256115,e
-1.232621,0.178744,e
-1.446806,-0.097747,p
-1.891925,-0.495737,p
-1.246944,-0.845983,e
-1.844913,-0.795661,e
5.050084,-3.084072,p
-1.85094,0.114609,e
-2.610598,-0.984353,p
-0.830224,-0.363103,e
-1.455858,-0.677689,e
-1.005387,-0.319711,e
-1.163525,0.240793,e
-1.54713,-0.021511,e
-1.276295,-0.464463,e
-1.940795,-0.191664,e
-1.130676,-0.87162,e
-1.015097,-0.040109,e
-1.671998,-0.392584,e
-1.112535,-0.34005,e
-1.543972,-0.278799,e
-0.987246,0.211859,e
5.798729,-2.601297,p
-1.328988,-0.62552,e
-0.521919,0.482241,e
4.772849,-2.602546,p
-0.744484,-0.415283,e
-1.774682,-0.849048,e
-1.597489,-0.994084,e
-1.72459,-0.177525,e
-1.144884,-0.097977,e
-2.125862,-0.790593,p
-2.793369,-1.21715,p
-2.223128,-0.100202,e
-1.405825,-0.399772,e
-1.267997,-0.004971,e
5.000847,-2.675966,p
-1.570096,-0.753696,e
-1.561736,-0.932537,e
-2.0605,-1.194954,e
-2.423863,-0.991144,p
-1.394347,0.287164,e
-0.989654,0.435671,e
4.967566,-2.66601,p
-1.92243,-0.569029,e
5.541423,-2.55274,p
-2.146659,-1.190052,p
-1.247746,-0.18366,e
5.438864,-2.11575,p
-1.975469,-1.273994,p
4.966911,-1.57076,p
-1.057647,0.495641,e
5.350024,-1.797438,p
-2.356233,-0.762487,p
-1.742731,-0.709095,e
-0.977832,0.308803,e
-2.188111,-0.607906,e
5.460859,-2.465471,p
-1.543216,-0.669191,p
-1.075716,0.303522,e
-0.832221,-0.138562,e
-1.992823,-0.24504,e
-1.601477,-0.270532,e
4.995048,-2.231894,p
-1.987463,0.212514,e
-1.627345,-0.210048,p
-2.487386,-1.073271,p
-1.93265,-0.518939,e
-1.755619,-0.393373,e
-0.988974,0.434787,e
-1.643648,-0.360395,e
5.396575,-2.668423,p
5.408151,-3.047976,p
-1.854946,-0.858511,e
5.077678,-2.235915,p
-2.381183,-0.247509,p
-1.685226,-0.717363,e
5.354347,-2.528098,p
-1.122245,-0.060449,e
-1.769021,0.233236,e
-2.308532,-0.656197,e
-1.154862,0.183237,e
-1.358688,-0.376135,e
5.010231,-2.939855,p
-0.674314,0.169662,e
5.746091,-3.078372,p
-1.766761,-0.267388,e
-1.088059,-0.105361,e
-1.770851,-0.959451,e
4.774401,-2.998102,p
-1.007795,-0.095899,e
-1.140386,-0.592019,e
5.159204,-2.928812,p
-2.357599,-1.015403,p
-1.789158,-0.073793,e
5.521225,-2.724661,p
-1.190918,0.000405,e
-0.696953,0.132134,e
-1.866917,-0.078285,e
-1.298677,-0.379433,e
-1.523719,-0.266039,e
-0.916101,0.04237,e
-1.362677,-0.556889,p
-1.962604,-0.883433,e
-2.000805,-0.188367,e
-1.286818,-0.535657,e
-1.46384,-0.621016,e
-1.995061,-0.251622,e
-1.982942,-0.615135,e
-1.254246,-0.790194,e
5.130916,-2.56645,p
-2.007154,-0.463491,p
-1.113673,-0.350747,e
-1.809537,-0.611946,e
-1.787162,-0.298334,e
5.378955,-2.658799,p
-2.805993,-0.732553,p
5.327588,-2.960708,p
-0.912144,-0.481729,e
5.177706,-2.944935,p
-1.757051,-0.54699,e
-1.138658,-0.814947,e
-1.899438,-0.673899,e
5.449896,-2.697308,p
-1.133594,-0.877319,e
-0.688971,0.075461,e
-2.312598,-0.783802,p
5.240143,-3.228801,p
-1.366573,-0.315608,e
4.67029,-2.165556,p
5.164238,-3.060267,p
-1.897424,0.241619,e
4.991114,-3.411287,p
-1.307179,0.066249,e
-1.423966,-0.931342,e
-0.827684,-0.235236,e
-0.684473,-0.418581,e
-2.494002,-0.763682,p
-1.173684,-0.34745,e
-1.135406,0.491149,e
-1.94753,0.295795,e
-1.007115,-0.096782,e
-1.253198,-0.411966,p
4.561181,-2.918514,p
-0.952973,-0.787145,e
-1.88056,-1.103896,e
-1.896309,-0.065652,p
-1.415972,-0.681774,e
5.298391,-2.57153,p
5.594128,-3.06918,p
-0.910596,0.242101,e
-1.166435,0.275301,e
-1.454789,-0.041074,p
5.387411,-2.503078,p
-2.349359,-1.069915,p
-1.685518,0.174472,e
-1.244828,-0.17796,e
-1.373875,-0.259819,e
4.724374,-3.009804,p
-1.942808,-1.107182,e
-1.856761,-0.946893,p
5.29751,-2.565031,p
-1.049373,-0.452867,e
-1.208379,-0.532048,e
5.479361,-2.481595,p
5.492185,-2.144634,p
-1.888327,-0.122325,p
-1.731312,-0.415765,e
4.904581,-2.104505,p
-1.36719,0.069547,e
-2.077365,0.150561,e
-1.399408,-0.371456,e
-1.595252,-0.987501,e
-1.675006,-0.767453,e
-1.589507,-1.050757,e
-1.948553,-1.043926,e
-2.666559,-0.932657,p
-1.697197,0.062863,e
-1.731385,-0.083673,e
-2.943762,-0.733749,p
-1.306275,-0.843569,e
-2.11725,0.154646,e
4.665256,-2.0341,p
-1.418306,0.150942,e
4.531985,-2.529336,p
-1.476736,-0.345501,e
-1.149048,-0.534462,e
-1.181666,-0.290776,e
5.124385,-2.916051,p
-1.134725,0.490266,e
-2.162204,-1.267203,p
-1.621971,-0.020305,e
-0.586961,-0.67566,e
-0.850585,0.238804,e
-1.315346,0.400091,e
-0.961636,-0.729588,e
-1.631252,0.234431,e
4.723611,-2.19444,p
-1.318088,-0.676494,e
-1.709404,-0.293842,e
-0.858344,-0.613458,e
-0.828364,-0.234352,e
-1.041391,-0.50954,e
-2.000188,-0.573522,e
-1.622348,0.101863,e
-1.508836,0.167903,e
-2.238771,-0.674237,p
5.102792,-2.501567,p
-1.7894,-0.304917,e
-1.453549,0.318906,e
-2.11788,-0.847266,p
-1.551198,-0.612517,p
5.621371,-3.127564,p
-1.193184,-0.693186,e
-1.166676,0.350312,e
-2.49177,-0.643187,p
-1.286138,-0.536541,e
-0.980372,0.180936,e
4.907672,-2.502865,p
-1.225256,0.507226,e
-1.587205,-0.744931,e
-1.662043,-1.010357,p
-1.444948,0.065054,e
5.020274,-2.083505,p
-1.89431,-0.318674,e
5.47074,-3.033069,p
-1.569586,-0.524185,e
-1.455794,-0.378445,e
-0.678812,0.663704,e
-1.64141,-0.353812,e
-1.594413,-0.7817,p
-2.022615,-0.880136,e
-1.413241,0.08857,e
5.65619,-3.140325,p
-1.233238,0.563899,e
-1.974102,-1.021078,p
4.881969,-2.447286,p
-1.729147,-0.07709,e
-1.353847,0.470428,e
-1.322586,-0.182453,e
-1.431949,-0.874669,e
-1.55876,-0.746341,p
4.417217,-1.941751,p
-1.602395,-0.725026,p
-2.054839,-0.11267,e
-0.601054,0.668196,e
5.431841,-2.788474,p
5.025933,-3.424048,p
-0.942815,-0.198902,e
-2.154641,-1.133379,p
-2.05025,-0.618609,p
-1.68328,0.181055,e
-1.048693,-0.45375,e
-1.182936,-0.056268,e
-1.859552,0.250197,e
-1.701591,-0.129116,p
4.969521,-2.996803,p
-1.969098,-0.164851,e
-1.174658,0.406985,e
-1.747288,-0.60866,e
-1.413808,-0.343099,e
-1.444268,0.064171,e
-1.505578,0.26553,e
5.907132,-2.555467,p
-1.326455,-1.188422,e
-2.499753,-0.586513,p
-1.457842,-0.146907,e
-1.702857,-1.019421,e
-1.739367,-0.027,e
-1.365373,0.027811,e
-1.633938,-0.639996,e
-1.877137,-0.028195,e
-2.340319,-0.212887,p
4.776168,-1.910708,p
-1.765115,-0.211244,p
-1.842675,-0.789078,e
-1.959673,0.238334,e
-2.045608,-1.046532,p
-0.902614,0.185428,e
-1.245215,-0.468639,p
-1.554495,-0.349993,e
-2.93578,-0.790422,p
-1.400898,0.497454,e
4.695376,-2.913638,p
-2.18802,-0.619804,p
-1.900862,-0.108384,e
4.478664,-2.500452,p
-1.590327,0.078226,p
-1.302865,-0.150623,e
-2.16882,-0.957613,p
-1.554119,-0.560801,e
-1.470919,-0.740849,e
-2.080802,-0.199442,e
-1.801778,0.240317,e
-1.86897,-0.362037,e
-2.196002,-0.56313,p
-1.350706,-0.432808,e
-1.193415,0.175543,e
-1.950791,-1.050509,e
-1.902293,-0.262,e
-1.303695,0.503617,e
4.755899,-2.981978,p
-1.87082,-0.757062,p
-1.638849,-0.229706,e
-1.478901,-0.684176,e
-1.212283,-1.04029,p
-2.250522,-0.34059,e
-1.914689,-0.856826,e
-1.275472,0.089765,e
5.684575,-2.625102,p
-1.557394,-0.493425,p
-1.922671,-0.800153,e
-1.575679,-0.302315,e
-1.75511,-0.163862,e
-1.008304,-0.32541,e
-1.325504,-0.188152,e
5.655577,-2.528936,p
-1.381017,-0.678896,e
-1.551955,-0.222126,e
-1.220265,-0.983617,p
-1.192799,-0.124584,e
5.277458,-1.841543,p
-1.228803,-0.314413,e
5.510687,-2.160758,p
-1.184817,-0.181258,e
-2.376541,-0.675432,p
-0.706931,0.413348,e
-1.745915,-0.549053,p
-2.507993,-0.532002,p
-1.333486,-0.131479,e
-2.083722,0.129474,p
5.263304,-3.16366,p
-2.003302,-0.013229,e
-0.49706,-0.613707,e
-1.936481,-0.408536,e
4.581222,-2.937442,p
-1.740165,-0.726222,p
5.458905,-2.134678,p
-2.655599,-1.215955,p
-1.747637,-0.450046,e
-1.767209,-1.135233,e
-2.265487,-1.531219,p
-1.926832,-0.914287,e
-1.402958,0.422751,e
-1.882797,-1.110479,e
-1.025414,-0.316645,e
-1.260695,-0.06076,e
-2.785386,-1.273823,p
-1.505286,-0.626304,e
5.249876,-2.493479,p
-1.111265,-0.574559,e
-1.311677,0.560291,e
-1.414983,-0.920153,p
-1.923491,0.328831,p
-1.236105,-0.258624,e
-0.559568,-0.435272,e
-1.596979,-0.764573,e
5.789461,-2.645089,p
-2.069382,0.093888,e
-1.458776,-0.683388,e
-1.71084,-0.962748,e
-1.712444,-1.297136,p
-1.163517,0.281,e
5.21495,-1.663108,p
-0.551201,0.076656,e
-1.095532,0.180823,e
-1.543595,-0.400967,e
-1.904549,-0.01114,p
-2.468186,-1.411081,p
-1.335483,0.093062,e
-1.721675,-0.363275,e
-1.299196,0.009576,e
5.239768,-3.01608,p
-1.65699,-0.761276,e
5.050353,-2.479182,p
-1.296116,-0.255326,e
4.942492,-2.515626,p
-1.195717,-0.130284,e
-2.042359,-0.663385,e
-2.047474,0.215812,e
4.940324,-2.607625,p
-1.684716,-0.487851,e
-1.480057,-0.724591,e
-1.153546,-0.040421,e
-2.647617,-1.272628,p
-1.218413,-0.594899,e
-0.909979,-0.143054,e
-1.764523,-0.260805,e
-1.322522,0.116791,e
-1.345865,0.413754,e
4.63393,-2.354937,p
-1.521284,-0.504953,e
5.18274,-3.076391,p
-1.781417,-0.36159,e
-0.663173,0.043677,e
5.258498,-1.942005,p
-1.386082,-0.616523,e
4.975981,-2.026428,p
-0.726343,0.116286,e
-1.072659,-0.299665,p
-1.169594,0.344613,e
-1.93505,-0.25492,e
-1.959056,-0.146822,e
-1.307363,0.343418,e
-1.075788,-0.035928,e
-2.816952,-0.449255,p
5.242521,-2.1349,p
-1.361606,-0.381834,e
-1.930412,-0.512356,e
-1.635328,-0.153375,p
-1.681557,-0.557163,e
-1.000322,-0.382083,e
-1.115453,-0.34575,e
-1.996492,-0.405239,e
-1.482597,-0.852458,e
-2.015137,-0.406818,p
-1.734749,-0.765768,e
5.010459,-1.849657,p
-1.158452,0.218628,e
-1.434426,0.136248,e
-2.48602,-0.820355,p
-1.141576,-0.820646,e
-1.871203,0.14667,e
4.887003,-2.578741,p
-1.456411,0.00671,e
-0.997636,0.492344,e
-1.233301,0.179628,e
-2.526934,-0.192031,p
4.856883,-1.699204,p
-0.982181,0.149487,e
-1.456235,-0.555521,e
-1.598309,0.1349,p
-1.888542,-1.047223,e
-2.180128,-0.66458,e
-1.907656,-0.014532,e
-2.057004,-0.451345,e
-1.634113,-0.077766,e
-1.306499,0.065366,e
-1.439933,-0.405175,p
-1.085141,-0.099662,e
5.21855,-2.814316,p
-1.565376,-0.436752,p
-2.039492,0.159139,e
5.192694,-2.439613,p
-2.335626,-1.303756,p
-0.953654,-0.786261,e
-1.463708,-0.269337,e
-1.075108,-0.036812,e
-2.092944,-0.256903,e
5.072819,-2.924948,p
-1.89078,-1.053806,e
5.262648,-2.068409,p
-1.633489,0.227848,e
-1.296796,-0.254443,e
4.842709,-2.521664,p
-0.908119,-0.014303,e
5.388222,-2.615007,p
-1.559427,0.064058,e
-1.935211,-0.643045,e
-1.364032,-0.187741,e
-1.948961,0.142178,e
-1.896548,-0.325256,e
-1.310997,0.559407,e
-1.637579,-0.464214,e
-1.096041,-0.048688,e
5.204948,-3.00332,p
-1.932812,-0.248337,e
-1.434182,-0.582343,p
-1.869772,0.300287,e
-1.701421,-0.350515,e
-1.131292,-0.571493,e
-0.478919,-0.082137,e
-0.477649,-0.316646,e
-1.374179,-0.469743,e
-1.848659,-0.989501,p
-1.078256,0.175655,e
-1.93731,0.245704,e
-1.201077,-0.587838,e
5.062513,-3.33321,p
-0.619194,0.136626,e
-1.716608,-0.234198,e
4.77594,-3.000906,p
-1.436966,0.008381,e
4.962532,-2.534554,p
-1.465836,-0.396475,e
-2.084962,-0.313576,e
-1.223495,-0.939273,e
-1.62327,0.177758,e
5.227172,-2.262842,p
-1.064676,-0.356338,p
4.929668,-2.852587,p
5.559925,-2.568864,p
5.516555,-3.002147,p
-1.927228,-0.699718,e
5.316012,-2.581155,p
-0.979263,0.155186,e
-1.233918,0.564783,e
-2.070582,-0.249532,e
5.299114,-2.901585,p
-2.092391,-0.941301,e
-2.536772,-0.874788,p
-2.110352,-0.603414,e
-1.436286,0.007498,e
-2.027212,0.183751,e
-1.862929,-0.801838,e
4.748698,-2.942522,p
5.431663,-2.076294,p
-1.251442,-0.351942,e
-1.549627,0.153626,e
4.608844,-1.606855,p
-1.314937,-0.786013,e
-1.856641,-0.932828,p
-2.125233,0.211319,e
-1.278155,-0.593214,e
5.522305,-3.024172,p
-1.834629,-0.546507,e
-2.34825,-0.81916,p
4.960993,-2.53175,p
-1.488699,0.474932,e
5.378073,-2.6523,p
-0.802241,0.240545,e
-1.434866,-0.880368,e
-1.314257,-0.786896,e
-1.544212,-0.015812,e
-1.30793,-0.088251,e
-1.409567,-0.959699,e
-1.756541,-0.317478,e
-1.616906,-0.082677,e
4.749689,-2.667687,p
-0.790351,-0.673429,e
-1.809761,0.29699,e
5.053175,-3.482432,p
4.90612,-2.107309,p
5.34609,-2.976831,p
-1.130227,-0.003776,e
-1.155535,0.224327,e
5.075399,-2.741955,p
5.264187,-2.071214,p
5.755704,-2.252062,p
-1.413858,0.473725,e
-2.343608,-1.247083,p
-0.78469,0.408855,e
5.531176,-3.186828,p
-1.173227,0.560602,e
-1.389849,-0.206878,e
5.674692,-3.156449,p
-2.015241,-0.596475,e
-1.522419,-0.269731,p
-1.453998,-0.548938,e
-0.459508,0.214924,e
-0.505042,-0.557034,e
5.100838,-2.170774,p
-1.811192,0.143373,e
-1.577111,-0.455932,e
-1.999053,-0.5061,p
-1.909087,-0.168148,e
-1.246264,-0.846867,e
-2.128493,-1.134984,e
-1.120975,-0.294957,e
5.807963,-2.661212,p
-1.119766,-0.128877,e
-1.77918,-0.355007,e
-0.842603,0.182131,e
-2.518952,-0.248704,p
-0.804101,0.111794,e
-0.819702,-0.291909,e
-1.437717,-0.146119,e
-2.50001,-0.588675,p
5.708898,-2.55782,p
-1.410941,0.479424,e
4.611935,-2.005216,p
-2.495368,-1.016598,p
-1.815121,-0.160564,e
-1.64192,-0.583323,e
-1.967102,-0.389392,e
-1.25281,-0.121287,e
-1.864743,-0.89022,p
-1.91707,-0.111475,e
4.909211,-2.50567,p
-2.003043,-0.194949,e
-0.986495,0.366359,e
-1.777739,0.273353,p
-1.920434,-0.79357,e
-1.403591,0.071435,p
-1.711872,-0.082258,e
4.982837,-3.180244,p
-1.818789,-0.320764,e
-2.051359,-0.869363,p
5.183624,-1.983945,p
-1.870401,-0.515653,e
-1.924667,-0.575612,e
-1.907839,-1.045337,p
4.911166,-2.836463,p
-2.100374,-0.884628,e
5.183356,-2.588835,p
-0.698949,0.356675,e
-1.342947,0.419454,e
5.574992,-2.860835,p
-2.07425,-0.409732,e
-1.615797,-0.108427,e
-1.823103,-0.103891,e
-1.421035,0.190425,e
5.296617,-1.853972,p
-1.65163,-0.303722,e
-1.468754,-0.402174,e
-0.529901,0.538914,e
-1.231477,-0.8826,e
-1.951691,0.18166,e
5.201857,-2.604959,p
-1.820419,-0.470283,p
5.969194,-2.626613,p
-1.173907,0.561486,e
-0.935513,-0.254692,e
-1.236785,-0.25774,e
-0.840203,-0.081888,e
-1.056967,0.494758,e
-1.892879,-0.165057,e
-1.761039,0.176563,e
5.131811,-3.1692,p
-0.734325,0.17296,e
-1.933322,-0.477848,e
4.825557,-2.020041,p
-2.460204,-1.467754,p
-1.407,-0.976826,p
-2.030696,-0.253617,e
5.448003,-1.673516,p
-1.890558,-0.24282,p
-1.6935,0.231146,e
-1.944463,-0.351863,e
-0.907439,-0.015187,e
5.264446,-2.590052,p
-1.629821,0.388048,e
-1.977081,-0.108178,e
-1.177576,0.401286,e
5.110063,-1.643121,p
-1.442165,-0.52567,p
-1.272554,0.095464,e
-1.676102,-0.820526,p
-1.754155,-0.494542,p
4.829261,-3.029791,p
-1.330569,-0.12578,e
-1.689214,0.00619,e
5.36243,-2.574054,p
-1.864656,-0.578909,e
-1.234669,0.410283,e
-1.301595,-0.385132,e
-1.90453,-0.268583,e
-1.290695,-0.436106,e
-1.476219,-0.075783,e
-1.229605,0.34791,e
-1.689832,0.391345,e
-0.917961,-0.086381,e
-1.367941,-0.084954,e
-1.940571,-1.100599,e
-1.337355,-1.137448,e
-1.296788,-0.214236,e
-0.985814,0.365476,e
-2.092327,-0.642058,e
-1.394684,-0.525757,e
5.575627,-3.053056,p
-1.120517,-0.283377,e
-2.002353,-0.912197,e
-0.777325,0.737337,e
-1.358527,0.01199,e
-1.209059,-0.531165,e
5.073596,-2.112389,p
-1.343465,0.149735,e
5.190739,-2.10882,p
-0.692455,-0.361907,e
-1.60946,-0.213859,e
-1.426884,-0.937041,e
5.745279,-2.173971,p
-2.037432,0.233841,e
-1.417549,-0.903026,e
5.459234,-2.548085,p
-1.861789,0.243614,e
-2.197857,-1.302561,p
-1.370858,-0.090653,e
-2.41588,-1.047817,p
-1.480717,0.418259,e
-2.042318,-0.012336,p
-0.486901,-0.025464,e
-1.755271,-0.551987,e
-1.221331,-0.600598,e
-1.826772,-0.264091,e
-1.862837,-0.813735,p
-1.440635,-0.151818,e
-1.583337,0.261038,e
-2.063115,-0.411795,p
-0.77221,-0.141859,e
-1.785721,0.330026,p
-1.288814,-0.311116,e
4.864302,-2.936148,p
-0.960956,-0.730472,e
4.80922,-3.010862,p
-0.847101,0.676172,e
-0.541043,0.664899,e
-0.709332,0.677367,e
-2.297053,-0.706651,p
5.464792,-2.385023,p
-0.915421,0.041486,e
-1.987239,-0.696421,e
-1.95912,-0.446065,e
-1.579348,-0.462514,e
-1.80321,0.0867,e
-1.65962,-0.937817,e
4.947525,-2.647082,p
-1.3964,0.003412,e
-1.299948,-0.144924,e
-1.546513,-0.406666,e
-1.883943,-0.55241,p
-0.934832,-0.255575,e
-1.775192,-1.07856,e
4.858458,-3.418968,p
-1.466758,-0.626715,e
-2.332336,-0.26956,p
-0.776708,0.352182,e
-2.63778,-0.58987,p
4.803562,-1.670319,p
5.019348,-2.69209,p
-1.47169,-0.212664,e
-1.46198,-0.492265,e
-1.123435,-0.289076,e
-1.569128,-0.512605,e
5.7274,-2.573943,p
-1.416725,-0.348798,e
-1.365892,-0.316492,e
5.211761,-2.645079,p
-1.862419,-0.572327,e
-2.018426,-1.441014,p
-1.776919,-0.855631,e
-1.646832,-0.173033,e
-1.448617,-0.095145,e
-1.378099,-0.673197,e
-2.278012,-0.66986,e
-1.321006,-0.682193,e
-2.19377,-0.442635,p
-1.35093,0.476127,e
4.796396,-3.347823,p
-1.304446,0.349117,e
-1.711641,-0.300424,e
-1.241283,0.236301,e
-2.202549,-0.211692,p
-2.189925,-0.696288,p
-2.215134,0.149366,e
-1.155543,0.18412,e
-1.048985,0.438085,e
-1.23827,-0.597299,e
4.886079,-2.088381,p
-2.181943,-0.752961,p
-2.172763,-0.336098,e
-1.611456,0.010682,e
-2.044173,-0.751766,p
-2.160838,-1.014286,p
-0.435549,0.351146,e
5.15262,-2.196853,p
-1.116982,-0.719601,p
5.134118,-2.18073,p
-1.592558,-0.042269,p
-1.263585,-0.409403,e
-2.230789,-0.73091,p
-1.240603,0.235417,e
-1.915509,0.272158,p
-2.010444,-1.497688,p
-1.391426,-0.42813,e
-2.037626,-1.103205,p
-1.882576,-0.299494,p
-1.782664,-0.792375,e
-1.943032,-0.198247,e
-1.823709,-1.504479,p
-1.541735,-0.272217,e
-2.645762,-0.533197,p
-1.681849,0.334672,e
5.431394,-2.681184,p
5.267456,-3.181754,p
-1.145564,-0.097094,e
5.186447,-2.987196,p
-1.464218,-0.498848,e
4.972612,-3.395164,p
5.200776,-2.485569,p
-2.046857,-0.169343,e
-1.629597,-0.520888,e
-1.566743,-0.689668,p
-2.206252,-1.139476,e
5.129377,-2.563646,p
5.680424,-2.498697,p
5.306654,-2.230721,p
4.857646,-2.514567,p
-1.670025,-0.953684,p
5.485091,-2.922788,p
5.348329,-1.985482,p
5.85205,-2.630181,p
5.306649,-2.122797,p
5.397292,-3.070675,p
-1.912451,-0.850243,e
5.096992,-3.156439,p
5.641205,-3.058384,p
5.008993,-3.011314,p
-2.210412,-1.253611,e
-1.945293,0.302377,e
-1.312428,0.40579,e
5.191521,-2.333139,p
5.400728,-2.686518,p
5.627174,-2.364383,p
-1.362876,-0.147326,e
5.187508,-2.60693,p
-1.869154,-0.084868,e
-1.562113,-0.810369,e
-1.180986,-0.29166,e
5.068586,-3.100195,p
5.125989,-3.252605,p
5.277488,-3.450579,p
-0.809543,0.296334,e
5.083476,-2.679987,p
5.574734,-2.341997,p
4.844988,-2.015624,p
5.439769,-1.926334,p
5.433466,-2.705859,p
6.041017,-2.67162,p
-2.007035,-0.449426,p
5.160195,-2.653976,p
-1.551445,0.007385,e
-1.260015,-0.061644,e
-1.773097,-0.15457,p
5.401421,-3.104565,p
4.908734,-2.1226,p
-1.220577,-0.933574,e
-1.682989,-0.71078,e
5.397637,-2.288157,p
-1.649393,-0.297139,e
5.223949,-2.224207,p
5.168391,-3.078362,p
-1.372015,-0.131068,e
5.408234,-2.746325,p
5.286228,-3.49284,p
4.666247,-1.759265,p
4.865841,-2.938953,p
-2.824935,-0.392582,p
-1.517726,-1.3606,p
5.563244,-1.877026,p
5.626445,-2.473508,p
5.163497,-2.050436,p
-1.829333,-0.388197,e
-0.581887,-1.263514,p
5.216596,-2.483523,p
-0.71709,-0.174895,e
5.20062,-2.676418,p
5.78057,-2.9016,p
5.987695,-2.642736,p
5.150313,-3.185323,p
5.023501,-2.710184,p
5.995121,-2.895885,p
5.193504,-2.551543,p
-1.514437,-0.326404,p
5.779957,-2.290211,p
5.426653,-3.0641,p
-0.717314,0.73404,e
-1.353624,-0.438508,e
5.746021,-3.183802,p
-2.389165,-0.190836,p
5.001067,-2.77451,p
5.25827,-3.032204,p
-1.896567,-0.067814,p
-1.340547,0.155435,e
5.125447,-2.535785,p
-1.737933,-0.605726,p
-0.621204,-1.525559,p
5.709889,-2.282985,p
-2.12912,2.747755,e
4.8458,-2.920025,p
4.500659,-2.850173,p
5.249648,-3.583678,p
4.765038,-2.539744,p
-1.254926,-0.78931,e
5.000035,-1.771565,p
4.962761,-1.444356,p
4.867796,-3.269746,p
-2.205839,-1.245888,p
-1.304395,-0.524475,p
4.739808,-2.100089,p
-0.822919,-1.849476,p
5.06841,-2.279706,p
-1.278836,-0.59233,e
5.434911,-2.615367,p
-0.451526,0.158251,e
5.326695,-2.249649,p
-1.939548,0.239121,e
-1.288134,-0.312,e
