@relation 'pulsar_stars_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M2'

@attribute '0.407 Excess kurtosis of the integrated profile+0.388 Skewness of the integrated profile+0.373target_class-0.353 Mean of the integrated profile+0.344 Standard deviation of the DM-SNR curve...' numeric
@attribute '-0.447 Excess kurtosis of the DM-SNR curve-0.428 Skewness of the DM-SNR curve+0.389 Standard deviation of the integrated profile+0.353 Standard deviation of the DM-SNR curve+0.316 Mean of the integrated profile...' numeric
@attribute target {N,Y}

@data
-0.723577,0.305526,N
-0.444953,0.699056,N
0.197374,0.465489,N
-0.914326,-0.495801,N
0.549231,-0.305484,N
-1.347953,-0.289507,N
0.099817,-1.115012,N
-0.339119,0.308176,N
-0.392635,-0.381063,N
6.514033,-2.504399,Y
-1.014004,2.054278,N
-0.47302,0.685933,N
-3.003384,-2.862003,N
0.502264,1.627071,N
1.400387,1.371446,N
-1.287945,1.262911,N
-0.217486,-1.042662,N
0.080254,-1.031628,N
-0.436549,0.493581,N
0.954553,1.671542,N
-1.571868,-0.182398,N
-0.360876,-1.250506,N
8.54761,0.103796,Y
-1.81596,-2.164532,N
0.11673,0.819566,N
-1.549025,0.501203,N
6.98192,-0.192371,Y
1.389372,0.941588,N
-0.8334,0.297332,N
2.275548,3.108269,N
0.886035,-0.594999,N
-0.127323,-0.233216,N
0.263195,-1.627997,N
-1.694815,-1.005606,N
-0.155283,-1.43692,N
-0.144931,0.798957,N
0.417987,0.605359,N
-1.276922,-0.045928,N
-1.230787,0.23428,N
2.805459,-2.547476,Y
-0.631281,-0.603526,N
-1.568188,-0.559064,N
0.971766,-4.274556,Y
8.091965,-3.717215,Y
-1.428037,0.97142,N
-0.185196,-0.067572,N
-0.171859,-0.888635,N
-0.083646,-0.250576,N
-1.225581,-0.325366,N
4.850573,-2.04271,Y
2.251652,2.420773,N
1.766529,2.990867,N
-0.181745,-0.666948,N
1.064645,3.067891,N
2.065654,3.682394,N
1.577087,3.163422,N
1.60751,3.216341,N
-0.227886,0.642718,N
4.550487,-0.346296,Y
1.880221,-2.275286,N
0.436007,-0.790027,N
-0.709266,0.408059,N
-0.433146,-0.468286,N
-1.14104,0.668552,N
-0.259293,-0.483961,N
-0.715012,1.078596,N
1.22487,2.718797,N
-0.507907,-0.520018,N
-0.195008,0.893382,N
0.974748,2.693901,N
9.911982,-2.891646,Y
1.867017,1.469167,N
2.070793,4.188142,N
-0.566419,-2.495972,N
0.152238,3.250868,N
-1.773389,-0.470972,N
-1.433726,-1.284586,N
-1.155105,-0.078764,N
0.079267,1.005767,N
-0.091637,-1.04962,N
1.613707,5.106648,N
-1.789423,-1.504353,N
-1.10316,-0.447423,N
1.413225,3.810687,N
0.489692,2.02174,N
1.547259,2.162343,N
1.879749,4.046192,N
0.956271,3.874011,N
0.177335,2.581224,N
0.199282,2.237749,N
-0.458678,1.014736,N
1.410592,2.885374,N
1.5209,3.145921,N
1.988142,3.381453,N
1.810958,4.10804,N
-0.217597,0.654432,N
2.279734,3.485295,N
1.456261,3.901036,N
2.131669,2.857194,N
1.51945,2.086405,N
1.84763,-0.048173,N
2.544981,3.580226,N
-0.52091,0.307132,N
-0.842361,-0.580778,N
-0.783829,-0.853066,N
-0.94223,-3.08818,N
-0.881525,-1.514055,N
-0.522411,0.365844,N
-1.591959,-4.052818,N
2.415591,3.871811,N
-0.089566,0.223063,N
-0.188513,-2.491637,N
0.348602,2.578151,N
-0.620441,0.559666,N
2.196285,3.990755,N
1.919194,3.899508,N
-0.031667,0.168137,N
-0.072813,-0.126413,N
-1.085039,-0.787323,N
1.830297,3.218153,N
-1.208787,0.366162,N
2.935722,-0.544816,Y
-0.212675,0.079269,N
-0.652622,-0.486493,N
1.217084,3.152846,N
0.056628,-1.052124,N
-2.199418,0.178378,N
-1.040994,0.559958,N
-1.248557,0.102663,N
4.549371,0.074054,Y
2.782552,3.035607,N
-1.134266,0.159936,N
1.93003,3.811415,N
0.945888,2.867605,N
-0.528039,0.516146,N
-0.139738,-0.912004,N
-0.894354,-0.91581,N
0.521989,0.977819,N
-0.089079,-0.289087,N
-0.997509,-2.507965,N
-1.039817,-0.747396,N
-1.383297,-1.018661,N
-0.925852,-0.579299,N
-0.526275,-0.565246,N
2.091612,3.39937,N
4.103402,0.479659,Y
-1.776439,-1.811198,N
0.148387,-0.233246,N
7.379164,-0.958496,Y
-0.78231,0.146846,N
10.824421,-2.350577,Y
2.216744,3.964066,N
-0.732561,0.712354,N
-0.847814,0.128615,N
1.558596,5.076618,N
-0.443814,0.466748,N
2.440967,3.590733,N
0.209617,0.247592,N
-0.418142,1.14042,N
2.123059,2.510989,N
1.940653,3.661544,N
0.123448,2.015186,N
2.498074,3.20519,N
0.571237,1.775463,N
0.898281,2.992986,N
2.227846,3.690922,N
-0.949969,-0.234747,N
-0.425687,-0.599932,N
-0.196067,1.998931,N
-0.891313,0.324625,N
-0.839414,0.634539,N
-1.53917,-1.750811,N
0.917858,2.862098,N
-0.318011,0.038763,N
-1.135459,0.517075,N
-0.933293,0.006514,N
-0.843434,1.097641,N
-0.927395,-0.552862,N
-1.331927,1.037857,N
-0.546535,0.765642,N
-0.857956,0.374841,N
-1.213415,0.137771,N
-0.494118,-0.057819,N
-0.819481,-0.851,N
-0.583071,1.246702,N
0.607334,-1.083923,N
-1.279514,-0.141295,N
-0.561082,0.910886,N
-0.600229,1.200473,N
-0.62458,0.393229,N
0.179095,-1.646621,N
-1.332687,0.469436,N
-0.423408,-0.832755,N
-1.107223,-0.297396,N
7.131721,-0.853313,Y
-1.193968,-0.451195,N
-0.935461,-1.626742,N
-0.524557,-0.910128,N
-1.278903,-0.855457,N
-4.712214,-5.273333,N
4.173097,-0.536154,Y
0.231799,-0.850431,N
-1.196692,1.124924,N
-0.016511,0.35025,N
-1.104033,-0.669992,N
-1.371319,-0.376388,N
-0.970918,-0.00577,N
-0.781529,1.727687,N
0.251738,-1.256038,N
-1.807455,-0.033848,N
-0.823358,0.791009,N
-1.719778,-2.445894,N
-1.027492,-2.272653,N
-0.312161,0.442412,N
-1.765626,-1.71786,N
-1.182048,-0.941289,N
-2.073891,-2.112531,N
-1.108571,0.839723,N
-0.456497,0.439409,N
-1.557932,0.390782,N
1.426511,-0.761319,N
-0.79487,0.207777,N
-0.201667,-0.892001,N
-1.69316,-0.353342,N
-1.338605,0.010698,N
1.115679,-0.626858,N
0.730496,-1.314149,N
-0.418399,1.167037,N
1.908593,3.516997,N
2.344567,3.486703,N
1.60511,2.601238,N
-1.928336,-1.659825,N
-0.878964,-1.730106,N
-0.747302,-0.211913,N
-1.809572,-1.870176,N
-1.314389,0.404163,N
-0.296151,0.232595,N
-1.273981,-1.177824,N
-0.650534,0.993836,N
-1.466451,-0.211478,N
-0.291651,-0.178922,N
-1.186099,-0.041472,N
3.022817,2.199173,N
-0.721534,-0.239974,N
-0.351836,-0.495825,N
0.400932,1.38004,N
-0.519368,0.305537,N
1.473541,2.970656,N
-1.408874,-0.17826,N
-0.888266,0.202433,N
-0.741739,1.1523,N
0.143676,-0.76934,N
0.091086,0.577921,N
-0.843779,1.544669,N
-0.952189,0.647297,N
-0.654238,-0.28712,N
5.637095,-0.216973,Y
-1.287562,-1.39558,N
-3.154598,-4.464945,N
-1.001892,-0.183591,N
-2.044785,-0.176881,N
-0.712434,-0.694821,N
-0.58048,0.08962,N
0.265278,-0.182246,N
-1.345386,0.380424,N
-1.667829,-0.957858,N
-0.834589,0.315166,N
-0.798812,0.67468,N
-1.4025,0.462306,N
-1.184773,-0.850127,N
0.355101,-1.168009,N
2.34854,4.920963,N
-0.852437,0.359803,N
-0.88314,-0.07157,N
1.101481,2.575862,N
-0.630764,0.616959,N
-1.64344,-1.117969,N
-1.071192,0.88841,N
-0.910893,0.402108,N
-1.555641,-0.316002,N
-0.841176,0.577599,N
0.300933,-0.753127,N
-0.137233,1.662104,N
-0.059516,-1.074798,N
-0.360907,0.372131,N
-0.751863,-1.428702,N
-1.287989,1.268192,N
-1.022608,-1.326181,N
0.089327,-1.137761,N
-0.223873,-0.864501,N
-0.735503,1.190522,N
-0.479718,-0.146606,N
0.62581,1.535501,N
-0.414765,0.311509,N
0.247512,-0.197998,N
-0.084661,1.722708,N
-1.9302,-1.804948,N
-0.050829,0.747668,N
-0.792058,0.868737,N
-1.25137,-0.042664,N
-0.955632,1.00614,N
-1.037673,0.334227,N
-0.16285,-0.174579,N
3.165174,2.137395,N
-1.227929,0.577904,N
-0.728209,-0.962444,N
4.530959,0.607875,N
3.443622,0.488157,Y
-1.1741,0.361985,N
0.466468,-0.125636,N
-0.044881,0.795789,N
-0.884187,0.263168,N
-1.061825,-0.473597,N
-0.39422,-1.282238,N
-0.331038,0.722031,N
-1.308668,-0.522153,N
2.654402,2.577114,N
2.523001,3.091954,N
-0.788728,-2.631873,N
-1.372385,-0.749592,N
1.285369,5.013991,N
-1.656298,-1.405646,N
-0.44096,-0.661947,N
-1.151193,0.957957,N
-0.771827,-0.720698,N
-1.564037,-0.163121,N
-1.279366,1.157832,N
-0.478995,-0.163154,N
-0.978719,1.509635,N
-0.361053,-1.350357,N
-0.480267,-0.348648,N
-1.134274,-1.76712,N
-1.665091,1.056938,N
-0.448219,0.648128,N
-0.538108,-1.240192,N
-1.454172,-0.38499,N
-1.763619,-1.511736,N
-1.075642,0.602529,N
-0.159746,-0.711474,N
1.490264,3.434795,N
-0.515579,1.292477,N
-0.409341,0.585915,N
9.809052,-2.778569,Y
0.465095,0.546434,N
-0.239396,-0.489007,N
0.079085,1.852671,N
-0.88064,-0.534867,N
-0.267731,0.192866,N
1.032157,1.845012,N
0.010373,-0.624994,N
-2.70861,-4.310339,N
-1.070001,1.066178,N
-0.982027,-0.677813,N
-0.641966,0.298424,N
0.226661,0.876767,N
-1.254609,0.210904,N
-0.05685,0.246356,N
-2.575367,-2.35106,N
-1.45476,-1.082759,N
-1.353855,0.368477,N
-1.165849,0.132658,N
0.155661,-1.625591,N
-1.338184,1.303914,N
0.529699,1.718391,N
-1.370285,-2.668687,N
0.252627,-0.62158,N
-1.18486,1.093472,N
-0.692782,0.217987,N
-0.178598,1.056307,N
-0.757126,-0.495345,N
-0.313535,-1.155043,N
-0.831787,0.083402,N
-0.45206,1.696601,N
-0.525727,-0.240212,N
-0.435026,-0.473083,N
-0.632714,0.366861,N
0.067136,-1.108255,N
-0.508816,1.575532,N
-0.866622,-0.638081,N
-0.438208,0.160298,N
-0.532233,0.813588,N
-0.397914,0.089884,N
-1.160204,0.006901,N
-0.98554,-0.435676,N
-0.257194,-1.38188,N
3.364118,1.196895,N
0.244663,2.133014,N
1.802201,3.054809,N
-0.9036,0.349457,N
-1.117585,0.191633,N
0.391149,-0.944165,N
-1.643955,-0.89879,N
-1.108865,-0.656657,N
2.640741,1.41537,Y
-1.311605,-0.28151,N
-0.947784,0.267888,N
-0.475801,-1.354522,N
-0.318335,-0.708645,N
-0.734342,0.52983,N
1.156795,3.857949,N
-2.468041,-1.66627,N
-1.307646,0.401258,N
-0.898119,0.549823,N
-0.401943,0.536162,N
-1.085825,-0.203106,N
-2.466882,-1.104676,N
-0.375514,0.118332,N
-1.356571,-1.025649,N
-0.585667,0.302463,N
-1.02573,-0.633784,N
0.063356,-0.163513,N
-0.660584,-1.503919,N
-0.850212,-1.64693,N
-0.622641,-1.55087,N
-0.477265,0.037846,N
-0.316342,-1.429042,N
-1.064181,-0.767759,N
-1.357793,-0.394995,N
-0.982367,-0.433763,N
-1.732066,-0.96041,N
-0.593777,-0.075352,N
-0.994544,0.743051,N
0.398244,2.975741,N
-1.623594,0.471575,N
0.222312,-0.529616,N
-1.76629,0.365485,N
-1.341462,-0.666317,N
-0.909982,0.106775,N
-1.240933,-0.978467,N
-0.917197,-0.237318,N
-0.346936,1.377576,N
-0.025332,0.983055,N
0.103143,-1.152836,N
0.217045,0.048934,N
-1.820751,-1.567332,N
-0.875736,-0.037339,N
-2.31739,-2.857773,N
9.087815,-2.367446,Y
-1.0099,-0.264214,N
-0.440097,-1.642073,N
-0.906368,-0.508686,N
-0.866755,1.132019,N
-0.085766,-0.632507,N
-0.112282,-0.471981,N
-1.289346,-0.707795,N
-0.735302,1.152844,N
-0.009528,0.395795,N
0.052906,0.624828,N
0.036954,0.888841,N
0.258537,1.658861,N
-0.703067,-0.138846,N
0.335593,-1.364453,N
0.201341,-0.885142,N
-0.710858,0.157841,N
-1.025175,0.628729,N
-0.582585,0.366605,N
-0.850069,0.227878,N
-1.146783,-0.15755,N
7.391238,-0.607065,Y
-0.732671,0.038883,N
0.010454,2.292336,N
-0.923159,-0.883168,N
6.85863,-1.093101,Y
-0.576345,-1.112094,N
8.719895,-3.037414,Y
0.416978,2.372693,N
-0.798085,0.617651,N
-0.999581,-0.297983,N
-0.784376,1.201048,N
-0.774027,-0.402844,N
-1.010128,0.695291,N
4.646124,-1.089083,Y
7.255864,-0.627795,Y
11.113204,-2.586354,Y
-1.914784,-0.333409,N
-0.448171,1.551308,N
-0.605693,0.207021,N
1.256485,2.120322,N
-0.580342,0.761469,N
-0.898684,0.002998,N
0.404412,0.787911,N
-2.412333,-1.949306,N
-1.443791,-2.306207,N
-0.395108,0.185126,N
-1.753886,-2.623471,N
-0.85016,-0.221775,N
-0.947076,0.451845,N
0.037304,2.070802,N
-1.207776,-0.02567,N
-1.397286,-2.06949,N
7.268503,-0.815133,Y
-0.904793,0.501132,N
0.420517,0.345373,N
-0.731583,0.288542,N
-0.779258,0.56252,N
-1.833649,-0.126407,N
-0.82257,0.577755,N
-0.461183,0.101436,N
-0.226157,0.235023,N
-0.840877,1.120249,N
-0.412439,-0.64796,N
-0.378215,2.188192,N
-0.025535,1.48094,N
5.04464,-1.134117,Y
-0.779319,0.125045,N
2.095904,5.285713,N
-0.032936,-1.303527,N
-0.99251,-0.019951,N
-0.991353,-2.252133,N
-1.110495,-0.791506,N
-1.119636,-1.564932,N
-0.149439,0.249883,N
-0.293826,0.958129,N
-0.381632,0.257089,N
-0.988408,1.244722,N
-1.438819,0.513349,N
-0.191313,-0.666478,N
4.403895,-5.075548,Y
-1.368882,-0.176828,N
-0.069322,0.482702,N
4.524337,3.445824,Y
-1.14779,-0.291064,N
-1.168735,1.080033,N
-0.45938,1.553877,N
-1.036557,0.924106,N
-1.658711,0.760492,N
-0.953985,0.523597,N
-2.398805,-1.615835,N
-1.077533,0.463749,N
-0.276402,-0.433128,N
-0.436389,0.35016,N
-0.545219,-0.17081,N
-0.983827,0.845215,N
-1.491978,-0.456712,N
-1.044294,-0.004605,N
-0.946527,-0.258584,N
-0.350862,1.016925,N
-1.339441,-0.890508,N
0.381156,0.26815,N
-0.662727,-1.103521,N
-0.868345,0.541481,N
-1.307223,0.699526,N
-0.441172,0.674095,N
1.134433,3.251672,N
-1.025457,0.566816,N
-1.005472,-1.690665,N
0.595649,-0.964898,N
-1.361597,-0.335637,N
1.302641,5.579749,N
-1.468378,-0.199584,N
3.816556,-0.175666,N
-0.163645,-0.934803,N
-2.466948,-2.651774,N
-0.712761,0.193208,N
2.595694,-0.627391,N
-0.580496,-0.887107,N
-0.900635,0.3132,N
1.809185,0.641337,Y
-0.54817,0.042435,N
-1.380301,-0.188653,N
-1.132999,0.950181,N
-0.587143,1.516227,N
-1.154044,0.629732,N
-1.538983,-1.156932,N
-2.526195,-2.284374,N
-1.887277,-1.853947,N
-1.130253,-0.693822,N
-1.042373,-0.777024,N
-1.094737,-1.66248,N
-0.969988,-0.772485,N
-0.722494,-0.751147,N
-0.122509,0.278555,N
1.111341,1.957542,Y
11.436506,-3.063779,Y
-1.106749,1.160106,N
-0.462772,1.305751,N
-1.771168,-0.396015,N
-0.648912,-0.285977,N
-0.885142,-0.644195,N
-0.374546,1.567577,N
-0.699073,0.468415,N
-1.057225,-0.254093,N
-1.314715,0.317066,N
-0.74887,-0.593525,N
-0.931193,1.067752,N
-0.252012,1.138599,N
-0.553859,-0.594463,N
-1.261438,0.969208,N
2.677578,3.023789,N
-2.681177,-1.244735,N
-0.236035,0.608396,N
-0.816814,-1.219875,N
-1.739917,0.520863,N
0.425054,0.326235,N
-0.289713,-1.242706,N
1.547713,1.746466,N
-0.557425,-1.520297,N
-1.86185,-0.329953,N
-1.660219,-0.740781,N
-1.089127,0.862189,N
-1.293111,0.378024,N
-0.190651,-1.097422,N
-2.49672,-3.121128,N
-0.900507,-0.383466,N
-1.202501,0.688159,N
-0.976712,0.161336,N
-1.170616,-2.971399,N
1.268344,-0.547867,N
-0.703484,-2.021991,N
-0.660068,0.525653,N
3.930116,2.503934,N
-0.435345,-1.241287,N
-1.01156,1.400531,N
-1.197197,-0.2419,N
-0.616082,0.963607,N
-1.73719,-0.934,N
-1.030911,-0.584664,N
0.359827,-1.046433,N
-1.006605,1.015062,N
-0.437716,-1.385252,N
-2.467691,-1.735989,N
-0.749217,0.491382,N
-1.406842,-0.311188,N
-1.350843,0.755118,N
-0.306908,-0.463487,N
-0.312832,-0.649661,N
-1.413253,-2.094011,N
0.133175,1.185468,N
-0.042367,-0.367143,N
-0.877645,-0.062702,N
-0.546087,-0.841305,N
-2.197943,-3.994113,N
-0.427106,1.475491,N
-0.158676,0.299519,N
2.637702,3.822635,N
-1.503055,-2.669425,N
-1.754798,0.439542,N
-0.724414,-0.820982,N
-0.757031,0.124381,N
-1.859094,-0.263186,N
-1.183832,0.440281,N
-0.736081,0.024748,N
-0.83743,-0.710682,N
0.098123,-0.558792,N
-1.13999,-0.440609,N
-0.458363,-0.684484,N
-1.175045,-0.728985,N
-0.894698,1.373281,N
-1.289289,0.616231,N
-0.862722,-0.03765,N
-1.213356,0.324682,N
0.338359,-0.529077,N
-0.711746,-0.254345,N
-0.409998,0.073447,N
-0.582212,-0.505435,N
-0.983779,0.147017,N
-1.611536,-0.135942,N
-1.222798,0.004845,N
-0.66685,0.479847,N
-0.622075,0.436589,N
0.428386,0.851171,N
-0.52621,1.337811,N
1.671763,2.429453,N
-0.561944,-0.084287,N
0.854702,3.836415,N
-0.706903,-0.11531,N
-0.800764,-0.192487,N
-0.680071,0.839086,N
-0.910782,-0.295077,N
0.214426,1.139054,N
-0.883313,0.720132,N
-0.867017,-2.503736,N
0.600998,1.004499,N
-3.227721,-2.137943,N
-0.517267,0.103498,N
-0.545266,1.097193,N
-3.464383,-1.85349,N
-1.467853,-1.092846,N
-0.711227,-0.886855,N
-0.953295,-1.982228,N
-0.057317,-0.104246,N
-1.378974,-0.642372,N
-0.179783,-0.361762,N
-0.888744,0.6819,N
-1.293025,-0.75031,N
-1.56187,0.489566,N
-1.823787,-0.891814,N
-0.005276,1.991399,N
1.488135,4.44946,N
3.022351,3.520629,N
-0.760604,0.304329,N
-0.904037,0.153629,N
-0.71509,0.76561,N
-1.094173,-0.158632,N
-0.265629,-0.577849,N
-1.658891,-0.339422,N
-0.847864,-0.241296,N
-0.591058,-2.303842,N
-1.185791,0.465685,N
-0.455455,0.195658,N
-0.139971,-0.665027,N
3.084228,-0.548978,Y
0.001088,1.697482,N
-0.779573,-0.994368,N
-0.949767,0.299783,N
-1.594453,0.153233,N
1.178167,3.853268,N
-0.798659,-1.391794,N
-1.14328,-1.210102,N
-1.181051,-1.128696,N
-0.577991,-0.145543,N
-0.349789,1.948683,N
-1.120101,0.243035,N
-2.000999,-0.075236,N
-1.338603,-0.121332,N
-1.23897,0.916021,N
-0.416708,-1.936463,N
-1.338326,-1.515641,N
-1.281362,-0.010264,N
-0.787087,-0.260363,N
-2.270262,-1.869332,N
-0.709904,-1.236465,N
-1.164595,-0.428892,N
-1.525005,0.413614,N
-1.19302,1.075764,N
7.850799,-1.296955,Y
0.444371,2.99432,N
-1.225283,-0.699283,N
-1.181747,0.734343,N
-1.220896,0.647617,N
-1.669183,-1.42305,N
-1.05259,0.259271,N
-0.691379,-0.567535,N
-1.209834,-0.209029,N
-0.789212,0.660168,N
-1.448652,-0.747465,N
-1.905788,-0.82315,N
-0.796344,-0.515462,N
-0.672975,-0.932982,N
-1.843768,-0.934864,N
-1.039026,0.090513,N
-0.628101,0.530625,N
-1.445707,0.11115,N
-0.394994,-0.483846,N
-0.861253,1.030178,N
-0.9222,-0.641347,N
0.325586,1.758655,N
-0.686735,-0.508464,N
-1.283678,-1.945966,N
-1.22553,-1.369488,N
-0.279423,-0.563898,N
-0.562752,0.295659,N
-1.431047,-0.262335,N
-1.152274,3.346152,N
-0.405482,0.412488,N
-0.924378,-0.422642,N
-0.831592,0.623736,N
-0.487233,-0.290351,N
-0.881529,0.389527,N
-3.58659,-4.62422,N
-0.310103,-0.648281,N
-0.022279,0.07383,N
-1.612828,0.052684,N
-1.579478,-0.107896,N
-0.51866,-0.468,N
-1.353822,-1.384966,N
-0.653782,0.773642,N
-2.126696,-1.59305,N
0.205129,-0.673683,N
-2.134969,-3.170602,N
3.899564,0.796821,Y
0.312596,-1.302602,N
-0.249228,0.948355,N
-1.063155,-2.275771,N
0.132342,-0.349226,N
-0.728296,0.029423,N
-1.624986,-1.384972,N
-0.286097,-0.377627,N
-0.192164,0.758187,N
-0.915872,-0.122873,N
-0.048344,-0.742759,N
-1.014648,0.811766,N
-1.66671,0.720449,N
-0.708206,0.476283,N
0.999494,0.823633,N
-0.357881,0.643303,N
-0.608163,1.007817,N
-0.509934,0.395245,N
-0.740589,-0.572543,N
-1.498205,-1.040761,N
8.341174,-1.698332,Y
-1.529713,-0.16233,N
-1.088539,-0.367219,N
-0.188691,0.36999,N
-0.67336,-0.729693,N
-0.835856,0.693084,N
-0.345576,1.033637,N
-1.427663,0.057641,N
-0.819072,-0.157615,N
-0.334818,1.748172,N
-0.080161,-0.803099,N
-0.748629,-0.379945,N
-1.021952,-0.167262,N
-1.003497,-0.425612,N
-0.314102,-2.138994,N
-0.617167,0.033611,N
10.256146,-1.259718,Y
-0.851258,0.686356,N
-0.807645,1.10096,N
-1.292822,1.016499,N
-0.181753,1.195684,N
-0.229354,-0.075336,N
-0.11751,1.167385,N
-0.521731,-1.433729,N
-1.664008,-0.568022,N
-0.596286,-0.936627,N
-0.654079,0.686705,N
-0.601829,0.6862,N
1.13056,2.226775,N
-0.864371,0.170259,N
-1.11882,-0.107491,N
2.479094,3.766235,N
-1.355066,1.433716,N
-0.548501,-0.913311,N
0.462234,-0.509736,N
-1.966832,-0.399221,N
-0.576353,0.17792,N
1.466752,3.016507,N
-0.859307,-0.570066,N
0.144288,0.815105,N
0.489605,0.797851,N
-1.136696,-0.696131,N
-1.409455,-0.570089,N
1.088297,-1.309411,N
-1.781667,-0.796256,N
-0.40878,-0.378856,N
-1.628753,-2.133709,N
-2.341945,-0.263272,N
1.035274,-0.995052,N
-1.038656,0.013992,N
-0.513528,-0.759489,N
-0.25119,-1.678361,N
-1.083797,0.13044,N
-1.150127,-0.702428,N
1.501488,3.768025,N
-0.569567,0.349138,N
-0.067265,1.931717,N
-1.731028,-0.570857,N
-0.559366,1.068272,N
-1.04623,0.543321,N
1.281069,2.026493,N
0.213903,-1.539113,N
-1.092494,0.645269,N
-2.366835,-3.521438,N
-0.788003,0.405593,N
-1.42223,0.493472,N
-0.284758,0.906478,N
-0.440486,-0.514587,N
5.329989,-0.893788,Y
2.480168,3.676127,N
1.630446,1.430558,N
2.873363,3.411861,N
-0.37248,1.096174,N
0.37497,1.832904,N
0.148246,0.196575,N
1.845801,4.351713,N
2.182088,3.414887,N
0.523373,-1.176173,N
-0.194164,-2.339491,N
-0.122677,1.417715,N
-1.070071,0.567969,N
-0.524217,1.246905,N
-0.183666,1.160488,N
0.174188,0.278356,N
-1.075765,0.194556,N
-0.680441,-0.177539,N
2.108638,3.708496,N
-1.391571,-2.320511,N
-1.021166,-0.800443,N
-1.358827,-1.025063,N
2.058702,4.052041,N
-0.151509,0.656468,N
1.196742,2.168598,N
-1.306242,0.510032,N
-0.971089,-0.190106,N
-0.839292,0.144752,N
-0.964402,-0.934727,N
-0.397541,0.372248,N
-1.712532,0.035012,N
-0.093485,-1.947691,N
-0.532972,-1.031234,N
-0.807242,0.532071,N
-0.710496,0.661147,N
-1.336133,0.19923,N
-0.732373,0.545966,N
2.262963,4.91796,N
-0.638055,-0.815468,N
-0.365845,0.681754,N
-0.464748,-0.09661,N
-0.242567,-0.711917,N
-0.870717,1.348045,N
-4.244457,-4.800312,N
-0.337076,-0.176686,N
-0.259996,-0.316888,N
-1.295327,0.255179,N
-0.11271,0.299347,N
-0.500398,-1.622084,N
0.757417,-0.308632,N
-0.510266,-0.206095,N
-2.194263,-1.909457,N
-1.109701,-1.97689,N
-0.259662,0.737384,N
-0.797127,0.083739,N
-0.218879,-0.280693,N
-0.241893,-0.418249,N
-0.688362,0.507251,N
0.264027,0.699694,N
-0.363288,0.563008,N
0.521155,3.551701,N
1.582981,2.674679,N
-1.105369,0.498091,N
1.789876,5.197885,N
-0.746595,0.230936,N
-0.79771,0.167064,N
-1.937952,-2.310216,N
-0.206857,0.614317,N
0.509112,0.423449,N
-0.67743,0.493142,N
-1.188023,0.540168,N
-0.383006,-1.422244,N
-1.285941,-0.421711,N
-0.463986,-0.904462,N
-1.49741,0.128179,N
-0.511545,-0.892068,N
-1.764032,0.28184,N
-1.45279,-1.041446,N
0.130136,0.858585,N
-0.995293,0.650438,N
-1.183183,0.992069,N
-1.332037,-0.546998,N
0.673023,-0.415928,N
-2.256947,-1.986094,N
0.056739,-0.116159,N
-0.242877,0.555623,N
-1.106627,0.287724,N
-1.612282,0.636247,N
0.170148,1.852487,N
-1.135619,-1.010955,N
-1.250892,-0.548467,N
-0.17595,-0.506769,N
-0.896988,-0.130772,N
-1.027238,0.431073,N
-1.085754,0.689871,N
0.061194,0.108206,N
2.391021,1.668109,N
-1.561778,-0.434164,N
-0.750931,-2.276643,N
-0.17063,0.457275,N
-0.749762,0.791735,N
-1.772513,-0.14429,N
-1.453262,-0.338098,N
-1.188181,0.185282,N
0.245394,-0.760209,N
-0.818066,0.287556,N
-0.052633,-1.931158,N
-0.994645,0.385224,N
-0.484258,-0.553484,N
-1.799097,-0.575339,N
-0.796583,0.647489,N
-0.453378,-0.390387,N
-1.778678,-0.344303,N
-1.265748,0.669531,N
-0.673236,0.08261,N
-0.95411,-0.618845,N
-0.815682,0.50849,N
-0.666105,0.457479,N
-0.762096,0.992123,N
-1.413598,0.806191,N
1.451334,5.000832,N
0.88547,-1.047116,N
-0.359148,0.911211,N
2.744076,4.816682,N
-1.401715,-1.480804,N
-1.17687,-0.749211,N
-0.803505,1.519249,N
-0.272522,1.121834,N
-1.531928,-0.231381,N
0.529284,-1.620661,N
-2.067194,-1.618075,N
-0.151618,-0.688085,N
-1.494599,0.581619,N
-1.687068,-0.647983,N
-1.147349,-0.797354,N
-0.55073,-0.956079,N
-0.600326,0.001842,N
-0.564937,-1.082819,N
-0.500295,-0.949073,N
-0.670643,-0.287126,N
-0.452661,1.538203,N
-1.093803,-0.438317,N
-0.63879,0.17634,N
-2.731805,-0.887477,N
-0.707475,-1.436145,N
0.670681,0.705832,N
-0.660675,0.687595,N
-0.513572,0.29467,N
-0.871635,0.579974,N
-0.23715,-0.335063,N
-0.31258,0.451072,N
-2.002531,-0.885333,N
-2.318691,-1.546527,N
-0.438275,-0.254578,N
0.501771,-1.481255,N
-0.392902,0.315045,N
-0.615325,1.152928,N
0.368109,-1.50054,N
-2.417892,-2.101649,N
-1.388369,0.367562,N
-0.714744,-0.235051,N
-1.103509,-1.207032,N
-1.468004,-0.362625,N
-1.144239,-2.096966,N
-0.489074,-0.978632,N
2.626497,4.044304,N
-0.893173,-0.194793,N
-1.092896,0.589866,N
-0.552881,0.60523,N
-0.014555,-0.481133,N
-0.916185,0.455187,N
-0.186822,1.310765,N
-0.946259,0.486993,N
-0.364834,0.734164,N
-1.563123,-0.7325,N
